pair,ema,bol_band,bol_std,result
BTC/USDT,27,65,17,260.6
DOGE/USDT,27,65,17,698.21
NEAR/USDT,27,65,17,-0.42
TIA/USDT,27,65,17,-61.82
TAO/USDT,27,65,17,8.79
TON/USDT,27,65,17,-15.88
ETH/USDT,27,65,18,457.09
BTC/USDT,27,65,18,258.38
DOGE/USDT,27,65,18,698.27
NEAR/USDT,27,65,18,36.53
TIA/USDT,27,65,18,-58.56
TAO/USDT,27,65,18,3.04
TON/USDT,27,65,18,-14.89
ETH/USDT,27,65,19,446.64
BTC/USDT,27,65,19,267.01
DOGE/USDT,27,65,19,681.75
NEAR/USDT,27,65,19,57.69
TIA/USDT,27,65,19,-88.22
TAO/USDT,27,65,19,-4.39
TON/USDT,27,65,19,-12.11
ETH/USDT,27,65,20,471.42
BTC/USDT,27,65,20,293.82
DOGE/USDT,27,65,20,619.41
NEAR/USDT,27,65,20,23.25
TIA/USDT,27,65,20,-88.75
TAO/USDT,27,65,20,-10.74
TON/USDT,27,65,20,-14.76
ETH/USDT,27,65,21,512.74
BTC/USDT,27,65,21,287.8
DOGE/USDT,27,65,21,700.98
NEAR/USDT,27,65,21,11.45
TIA/USDT,27,65,21,-117.32
TAO/USDT,27,65,21,-2.87
TON/USDT,27,65,21,-15.32
BTC/USDT,27,65,22,289.77
ETH/USDT,27,65,22,446.94
DOGE/USDT,27,65,22,628.35
NEAR/USDT,27,65,22,43.15
TIA/USDT,27,65,22,-99.61
TAO/USDT,27,65,22,-1.9
TON/USDT,27,65,22,-15.91
ETH/USDT,27,65,23,448.74
BTC/USDT,27,65,23,279.91
DOGE/USDT,27,65,23,657.21
NEAR/USDT,27,65,23,8.41
TIA/USDT,27,65,23,-95.69
TAO/USDT,27,65,23,-19.44
TON/USDT,27,65,23,-14.34
BTC/USDT,27,65,24,289.3
ETH/USDT,27,65,24,434.15
DOGE/USDT,27,65,24,666.9
NEAR/USDT,27,65,24,2.19
TIA/USDT,27,65,24,-74.35
TAO/USDT,27,65,24,-14.57
TON/USDT,27,65,24,-15.98
BTC/USDT,27,65,25,296.68
ETH/USDT,27,65,25,429.84
DOGE/USDT,27,65,25,622.79
NEAR/USDT,27,65,25,-6.45
TIA/USDT,27,65,25,-74.09
TAO/USDT,27,65,25,-3.14
TON/USDT,27,65,25,-15.94
ETH/USDT,27,65,26,356.96
BTC/USDT,27,65,26,305.07
DOGE/USDT,27,65,26,596.36
NEAR/USDT,27,65,26,-28.51
TIA/USDT,27,65,26,-45.8
TAO/USDT,27,65,26,-16.57
TON/USDT,27,65,26,-18.66
ETH/USDT,27,65,27,329.61
BTC/USDT,27,65,27,301.06
DOGE/USDT,27,65,27,591.49
NEAR/USDT,27,65,27,-70.11
TIA/USDT,27,65,27,-74.32
TAO/USDT,27,65,27,-29.25
TON/USDT,27,65,27,-14.97
ETH/USDT,27,65,28,364.02
BTC/USDT,27,65,28,297.37
DOGE/USDT,27,65,28,552.46
NEAR/USDT,27,65,28,-159.06
TIA/USDT,27,65,28,-76.37
TAO/USDT,27,65,28,-31.54
TON/USDT,27,65,28,-12.25
ETH/USDT,27,65,29,377.04
BTC/USDT,27,65,29,268.37
DOGE/USDT,27,65,29,487.14
NEAR/USDT,27,65,29,-81.28
TIA/USDT,27,65,29,-66.08
TAO/USDT,27,65,29,-39.01
TON/USDT,27,65,29,-8.55
ETH/USDT,27,66,17,419.51
BTC/USDT,27,66,17,260.49
DOGE/USDT,27,66,17,685.05
NEAR/USDT,27,66,17,24.58
TIA/USDT,27,66,17,-68.82
TAO/USDT,27,66,17,8.51
TON/USDT,27,66,17,-15.88
ETH/USDT,27,66,18,471.54
BTC/USDT,27,66,18,241.29
DOGE/USDT,27,66,18,700.8
NEAR/USDT,27,66,18,49.41
TIA/USDT,27,66,18,-53.34
TAO/USDT,27,66,18,1.46
TON/USDT,27,66,18,-14.89
ETH/USDT,27,66,19,458.34
BTC/USDT,27,66,19,249.79
DOGE/USDT,27,66,19,685.62
NEAR/USDT,27,66,19,57.56
TIA/USDT,27,66,19,-91.78
TAO/USDT,27,66,19,-6.14
TON/USDT,27,66,19,-12.11
ETH/USDT,27,66,20,508.94
BTC/USDT,27,66,20,294.48
DOGE/USDT,27,66,20,627.06
NEAR/USDT,27,66,20,7.33
TIA/USDT,27,66,20,-94.91
TAO/USDT,27,66,20,-10.74
TON/USDT,27,66,20,-18.8
ETH/USDT,27,66,21,499.78
BTC/USDT,27,66,21,288.27
DOGE/USDT,27,66,21,679.27
NEAR/USDT,27,66,21,4.81
TIA/USDT,27,66,21,-122.22
TAO/USDT,27,66,21,-1.93
TON/USDT,27,66,21,-15.47
BTC/USDT,27,66,22,297.79
ETH/USDT,27,66,22,463.34
DOGE/USDT,27,66,22,650.41
NEAR/USDT,27,66,22,45.37
TIA/USDT,27,66,22,-96.44
TAO/USDT,27,66,22,-9.88
TON/USDT,27,66,22,-16.57
ETH/USDT,27,66,23,442.75
BTC/USDT,27,66,23,279.21
DOGE/USDT,27,66,23,639.96
NEAR/USDT,27,66,23,-14.07
TIA/USDT,27,66,23,-84.88
TAO/USDT,27,66,23,-21.53
TON/USDT,27,66,23,-14.57
BTC/USDT,27,66,24,286.58
ETH/USDT,27,66,24,425.85
DOGE/USDT,27,66,24,666.88
NEAR/USDT,27,66,24,-1.8
TIA/USDT,27,66,24,-71.83
TAO/USDT,27,66,24,-3.76
TON/USDT,27,66,24,-15.98
BTC/USDT,27,66,25,290.84
ETH/USDT,27,66,25,416.28
DOGE/USDT,27,66,25,627.99
NEAR/USDT,27,66,25,-24.99
TIA/USDT,27,66,25,-75.66
TAO/USDT,27,66,25,-3.14
TON/USDT,27,66,25,-15.94
ETH/USDT,27,66,26,349.79
BTC/USDT,27,66,26,312.02
DOGE/USDT,27,66,26,593.12
NEAR/USDT,27,66,26,-13.03
TIA/USDT,27,66,26,-47.73
TAO/USDT,27,66,26,-24.28
TON/USDT,27,66,26,-15.78
ETH/USDT,27,66,27,338.78
BTC/USDT,27,66,27,306.34
DOGE/USDT,27,66,27,601.96
NEAR/USDT,27,66,27,-36.59
TIA/USDT,27,66,27,-76.7
TAO/USDT,27,66,27,-30.84
TON/USDT,27,66,27,-12.76
ETH/USDT,27,66,28,378.75
BTC/USDT,27,66,28,297.2
DOGE/USDT,27,66,28,554.97
NEAR/USDT,27,66,28,-125.95
TIA/USDT,27,66,28,-73.54
TAO/USDT,27,66,28,-32.23
TON/USDT,27,66,28,-12.25
ETH/USDT,27,66,29,393.06
BTC/USDT,27,66,29,269.88
DOGE/USDT,27,66,29,515.97
NEAR/USDT,27,66,29,-61.05
TIA/USDT,27,66,29,-55.82
TAO/USDT,27,66,29,-37.13
TON/USDT,27,66,29,-12.25
ETH/USDT,27,67,17,436.37
BTC/USDT,27,67,17,237.47
DOGE/USDT,27,67,17,691.67
NEAR/USDT,27,67,17,39.29
TIA/USDT,27,67,17,-62.37
TAO/USDT,27,67,17,10.87
TON/USDT,27,67,17,-16.69
ETH/USDT,27,67,18,459.0
BTC/USDT,27,67,18,249.02
DOGE/USDT,27,67,18,684.45
NEAR/USDT,27,67,18,40.77
TIA/USDT,27,67,18,-59.83
TAO/USDT,27,67,18,-0.96
TON/USDT,27,67,18,-15.96
ETH/USDT,27,67,19,442.13
BTC/USDT,27,67,19,258.48
DOGE/USDT,27,67,19,668.71
NEAR/USDT,27,67,19,64.64
TIA/USDT,27,67,19,-94.56
TAO/USDT,27,67,19,-7.05
TON/USDT,27,67,19,-12.69
ETH/USDT,27,67,20,499.72
BTC/USDT,27,67,20,279.28
DOGE/USDT,27,67,20,650.4
NEAR/USDT,27,67,20,11.79
TIA/USDT,27,67,20,-99.62
TAO/USDT,27,67,20,-1.6
TON/USDT,27,67,20,-16.43
ETH/USDT,27,67,21,482.13
BTC/USDT,27,67,21,317.99
DOGE/USDT,27,67,21,667.48
NEAR/USDT,27,67,21,16.92
TIA/USDT,27,67,21,-117.9
TAO/USDT,27,67,21,3.91
TON/USDT,27,67,21,-15.47
ETH/USDT,27,67,22,481.72
BTC/USDT,27,67,22,321.92
DOGE/USDT,27,67,22,654.97
NEAR/USDT,27,67,22,-4.24
TIA/USDT,27,67,22,-88.38
TAO/USDT,27,67,22,-10.01
TON/USDT,27,67,22,-15.48
BTC/USDT,27,67,23,275.07
ETH/USDT,27,67,23,467.42
DOGE/USDT,27,67,23,630.2
NEAR/USDT,27,67,23,-37.89
TIA/USDT,27,67,23,-84.53
TAO/USDT,27,67,23,-15.76
TON/USDT,27,67,23,-14.57
BTC/USDT,27,67,24,291.38
ETH/USDT,27,67,24,445.31
DOGE/USDT,27,67,24,687.34
NEAR/USDT,27,67,24,-35.92
TIA/USDT,27,67,24,-76.18
TAO/USDT,27,67,24,-3.54
TON/USDT,27,67,24,-15.98
BTC/USDT,27,67,25,293.42
ETH/USDT,27,67,25,407.75
DOGE/USDT,27,67,25,595.84
NEAR/USDT,27,67,25,-30.03
TIA/USDT,27,67,25,-47.91
TAO/USDT,27,67,25,6.81
TON/USDT,27,67,25,-14.3
ETH/USDT,27,67,26,377.84
BTC/USDT,27,67,26,282.85
DOGE/USDT,27,67,26,601.73
NEAR/USDT,27,67,26,-9.71
TIA/USDT,27,67,26,-47.28
TAO/USDT,27,67,26,-23.54
TON/USDT,27,67,26,-13.83
ETH/USDT,27,67,27,341.32
BTC/USDT,27,67,27,323.09
DOGE/USDT,27,67,27,581.57
NEAR/USDT,27,67,27,-59.42
TIA/USDT,27,67,27,-70.15
TAO/USDT,27,67,27,-31.33
TON/USDT,27,67,27,-13.07
ETH/USDT,27,67,28,374.2
BTC/USDT,27,67,28,297.89
DOGE/USDT,27,67,28,540.82
NEAR/USDT,27,67,28,-139.99
TIA/USDT,27,67,28,-67.94
TAO/USDT,27,67,28,-29.42
TON/USDT,27,67,28,-12.25
ETH/USDT,27,67,29,404.5
BTC/USDT,27,67,29,273.16
DOGE/USDT,27,67,29,510.33
NEAR/USDT,27,67,29,-69.11
TIA/USDT,27,67,29,-58.58
TAO/USDT,27,67,29,-29.71
TON/USDT,27,67,29,-12.25
ETH/USDT,27,68,17,441.75
BTC/USDT,27,68,17,221.72
DOGE/USDT,27,68,17,687.69
NEAR/USDT,27,68,17,60.13
TIA/USDT,27,68,17,-62.82
TAO/USDT,27,68,17,12.5
TON/USDT,27,68,17,-16.85
ETH/USDT,27,68,18,471.03
BTC/USDT,27,68,18,261.04
DOGE/USDT,27,68,18,664.98
NEAR/USDT,27,68,18,52.62
TIA/USDT,27,68,18,-58.84
TAO/USDT,27,68,18,-6.15
TON/USDT,27,68,18,-16.54
ETH/USDT,27,68,19,445.47
BTC/USDT,27,68,19,261.36
DOGE/USDT,27,68,19,666.76
NEAR/USDT,27,68,19,42.22
TIA/USDT,27,68,19,-96.78
TAO/USDT,27,68,19,-4.64
TON/USDT,27,68,19,-12.69
ETH/USDT,27,68,20,509.01
BTC/USDT,27,68,20,283.11
DOGE/USDT,27,68,20,626.95
NEAR/USDT,27,68,20,21.16
TIA/USDT,27,68,20,-101.06
TAO/USDT,27,68,20,9.55
TON/USDT,27,68,20,-16.43
ETH/USDT,27,68,21,469.06
BTC/USDT,27,68,21,321.39
DOGE/USDT,27,68,21,660.6
NEAR/USDT,27,68,21,-2.11
TIA/USDT,27,68,21,-112.4
TAO/USDT,27,68,21,3.91
TON/USDT,27,68,21,-15.47
ETH/USDT,27,68,22,480.13
BTC/USDT,27,68,22,314.14
DOGE/USDT,27,68,22,679.77
NEAR/USDT,27,68,22,-20.66
TIA/USDT,27,68,22,-91.95
TAO/USDT,27,68,22,-11.03
TON/USDT,27,68,22,-15.48
BTC/USDT,27,68,23,277.02
ETH/USDT,27,68,23,452.27
DOGE/USDT,27,68,23,647.32
NEAR/USDT,27,68,23,-52.16
TIA/USDT,27,68,23,-88.64
TAO/USDT,27,68,23,-4.97
TON/USDT,27,68,23,-14.57
BTC/USDT,27,68,24,291.8
ETH/USDT,27,68,24,449.95
DOGE/USDT,27,68,24,661.75
NEAR/USDT,27,68,24,-68.54
TIA/USDT,27,68,24,-71.01
TAO/USDT,27,68,24,1.58
TON/USDT,27,68,24,-13.1
BTC/USDT,27,68,25,276.38
ETH/USDT,27,68,25,401.05
DOGE/USDT,27,68,25,599.91
NEAR/USDT,27,68,25,-55.5
TIA/USDT,27,68,25,-59.97
TAO/USDT,27,68,25,-13.02
TON/USDT,27,68,25,-16.16
ETH/USDT,27,68,26,395.84
BTC/USDT,27,68,26,314.66
DOGE/USDT,27,68,26,599.14
NEAR/USDT,27,68,26,-42.54
TIA/USDT,27,68,26,-58.62
TAO/USDT,27,68,26,-25.33
TON/USDT,27,68,26,-14.74
ETH/USDT,27,68,27,346.61
BTC/USDT,27,68,27,311.25
DOGE/USDT,27,68,27,581.15
NEAR/USDT,27,68,27,-30.35
TIA/USDT,27,68,27,-67.85
TAO/USDT,27,68,27,-30.1
TON/USDT,27,68,27,-13.39
ETH/USDT,27,68,28,383.34
BTC/USDT,27,68,28,296.82
DOGE/USDT,27,68,28,545.48
NEAR/USDT,27,68,28,-107.56
TIA/USDT,27,68,28,-57.78
TAO/USDT,27,68,28,-38.28
TON/USDT,27,68,28,-12.25
ETH/USDT,27,68,29,398.56
BTC/USDT,27,68,29,267.72
DOGE/USDT,27,68,29,493.16
NEAR/USDT,27,68,29,-80.4
TIA/USDT,27,68,29,-49.81
TAO/USDT,27,68,29,-27.77
TON/USDT,27,68,29,-13.18
ETH/USDT,27,69,17,440.9
BTC/USDT,27,69,17,234.0
DOGE/USDT,27,69,17,703.98
NEAR/USDT,27,69,17,57.24
TIA/USDT,27,69,17,-50.64
TAO/USDT,27,69,17,10.1
TON/USDT,27,69,17,-19.79
ETH/USDT,27,69,18,460.39
BTC/USDT,27,69,18,256.83
DOGE/USDT,27,69,18,675.87
NEAR/USDT,27,69,18,53.84
TIA/USDT,27,69,18,-60.85
TAO/USDT,27,69,18,-5.46
TON/USDT,27,69,18,-16.54
ETH/USDT,27,69,19,451.9
BTC/USDT,27,69,19,259.78
DOGE/USDT,27,69,19,669.63
NEAR/USDT,27,69,19,45.62
TIA/USDT,27,69,19,-79.9
TAO/USDT,27,69,19,-1.12
TON/USDT,27,69,19,-12.75
ETH/USDT,27,69,20,473.45
BTC/USDT,27,69,20,274.49
DOGE/USDT,27,69,20,633.98
NEAR/USDT,27,69,20,5.99
TIA/USDT,27,69,20,-93.38
TAO/USDT,27,69,20,-2.5
TON/USDT,27,69,20,-14.92
ETH/USDT,27,69,21,496.5
BTC/USDT,27,69,21,316.2
DOGE/USDT,27,69,21,660.76
NEAR/USDT,27,69,21,-20.69
TIA/USDT,27,69,21,-113.31
TAO/USDT,27,69,21,2.99
TON/USDT,27,69,21,-15.93
ETH/USDT,27,69,22,490.22
BTC/USDT,27,69,22,318.14
DOGE/USDT,27,69,22,682.33
NEAR/USDT,27,69,22,-28.54
TIA/USDT,27,69,22,-101.15
TAO/USDT,27,69,22,-5.26
TON/USDT,27,69,22,-14.12
ETH/USDT,27,69,23,450.89
BTC/USDT,27,69,23,285.54
DOGE/USDT,27,69,23,653.47
NEAR/USDT,27,69,23,-41.54
TIA/USDT,27,69,23,-92.19
TAO/USDT,27,69,23,-5.43
TON/USDT,27,69,23,-11.7
BTC/USDT,27,69,24,288.31
ETH/USDT,27,69,24,443.15
DOGE/USDT,27,69,24,669.66
NEAR/USDT,27,69,24,-61.52
TIA/USDT,27,69,24,-65.56
TAO/USDT,27,69,24,1.58
TON/USDT,27,69,24,-13.1
BTC/USDT,27,69,25,313.17
ETH/USDT,27,69,25,430.78
DOGE/USDT,27,69,25,608.21
NEAR/USDT,27,69,25,-31.11
TIA/USDT,27,69,25,-60.86
TAO/USDT,27,69,25,-11.89
TON/USDT,27,69,25,-16.51
ETH/USDT,27,69,26,403.86
BTC/USDT,27,69,26,304.4
DOGE/USDT,27,69,26,604.39
NEAR/USDT,27,69,26,-5.6
TIA/USDT,27,69,26,-67.77
TAO/USDT,27,69,26,-25.33
TON/USDT,27,69,26,-14.74
ETH/USDT,27,69,27,333.67
BTC/USDT,27,69,27,296.79
DOGE/USDT,27,69,27,546.93
NEAR/USDT,27,69,27,-31.47
TIA/USDT,27,69,27,-57.18
TAO/USDT,27,69,27,-24.88
TON/USDT,27,69,27,-15.11
ETH/USDT,27,69,28,377.31
BTC/USDT,27,69,28,277.2
DOGE/USDT,27,69,28,534.4
NEAR/USDT,27,69,28,-73.89
TIA/USDT,27,69,28,-50.64
TAO/USDT,27,69,28,-38.18
TON/USDT,27,69,28,-15.11
ETH/USDT,27,69,29,409.64
BTC/USDT,27,69,29,282.48
DOGE/USDT,27,69,29,494.54
NEAR/USDT,27,69,29,-97.39
TIA/USDT,27,69,29,-32.36
TAO/USDT,27,69,29,-24.52
TON/USDT,27,69,29,-13.18
ETH/USDT,27,70,17,479.16
BTC/USDT,27,70,17,246.38
DOGE/USDT,27,70,17,701.92
NEAR/USDT,27,70,17,80.28
TIA/USDT,27,70,17,-51.47
TAO/USDT,27,70,17,7.77
TON/USDT,27,70,17,-18.98
ETH/USDT,27,70,18,468.13
BTC/USDT,27,70,18,261.53
DOGE/USDT,27,70,18,659.3
NEAR/USDT,27,70,18,28.89
TIA/USDT,27,70,18,-58.08
TAO/USDT,27,70,18,7.76
TON/USDT,27,70,18,-15.97
ETH/USDT,27,70,19,449.38
BTC/USDT,27,70,19,256.4
DOGE/USDT,27,70,19,655.66
NEAR/USDT,27,70,19,31.34
TIA/USDT,27,70,19,-81.92
TAO/USDT,27,70,19,-7.4
TON/USDT,27,70,19,-14.92
ETH/USDT,27,70,20,471.51
BTC/USDT,27,70,20,283.5
DOGE/USDT,27,70,20,635.62
NEAR/USDT,27,70,20,28.41
TIA/USDT,27,70,20,-90.05
TAO/USDT,27,70,20,-3.19
TON/USDT,27,70,20,-15.01
ETH/USDT,27,70,21,494.78
BTC/USDT,27,70,21,324.19
DOGE/USDT,27,70,21,697.53
NEAR/USDT,27,70,21,-28.26
TIA/USDT,27,70,21,-111.09
TAO/USDT,27,70,21,5.03
TON/USDT,27,70,21,-15.93
ETH/USDT,27,70,22,511.22
BTC/USDT,27,70,22,317.36
DOGE/USDT,27,70,22,648.2
NEAR/USDT,27,70,22,-34.88
TIA/USDT,27,70,22,-99.37
TAO/USDT,27,70,22,3.63
TON/USDT,27,70,22,-11.24
BTC/USDT,27,70,23,286.01
ETH/USDT,27,70,23,463.81
DOGE/USDT,27,70,23,644.85
NEAR/USDT,27,70,23,-41.74
TIA/USDT,27,70,23,-87.29
TAO/USDT,27,70,23,-2.17
TON/USDT,27,70,23,-13.27
BTC/USDT,27,70,24,316.65
ETH/USDT,27,70,24,486.5
DOGE/USDT,27,70,24,667.67
NEAR/USDT,27,70,24,-53.62
TIA/USDT,27,70,24,-68.89
TAO/USDT,27,70,24,-6.69
TON/USDT,27,70,24,-13.3
BTC/USDT,27,70,25,296.04
ETH/USDT,27,70,25,436.32
DOGE/USDT,27,70,25,600.65
NEAR/USDT,27,70,25,-16.96
TIA/USDT,27,70,25,-79.9
TAO/USDT,27,70,25,-17.95
TON/USDT,27,70,25,-17.42
ETH/USDT,27,70,26,401.72
BTC/USDT,27,70,26,305.61
DOGE/USDT,27,70,26,576.89
NEAR/USDT,27,70,26,1.58
TIA/USDT,27,70,26,-68.13
TAO/USDT,27,70,26,-25.49
TON/USDT,27,70,26,-14.74
ETH/USDT,27,70,27,310.07
BTC/USDT,27,70,27,295.16
DOGE/USDT,27,70,27,534.83
NEAR/USDT,27,70,27,-10.72
TIA/USDT,27,70,27,-50.18
TAO/USDT,27,70,27,-21.06
TON/USDT,27,70,27,-15.11
ETH/USDT,27,70,28,363.35
BTC/USDT,27,70,28,309.27
DOGE/USDT,27,70,28,535.03
NEAR/USDT,27,70,28,-65.45
TIA/USDT,27,70,28,-50.8
TAO/USDT,27,70,28,-35.19
TON/USDT,27,70,28,-16.12
ETH/USDT,27,70,29,410.39
BTC/USDT,27,70,29,290.26
DOGE/USDT,27,70,29,495.04
NEAR/USDT,27,70,29,-81.62
TIA/USDT,27,70,29,-32.36
TAO/USDT,27,70,29,-30.64
TON/USDT,27,70,29,-12.25
ETH/USDT,27,71,17,456.45
BTC/USDT,27,71,17,247.03
DOGE/USDT,27,71,17,690.95
NEAR/USDT,27,71,17,55.19
TIA/USDT,27,71,17,-53.09
TAO/USDT,27,71,17,16.99
TON/USDT,27,71,17,-18.98
ETH/USDT,27,71,18,463.84
BTC/USDT,27,71,18,261.71
DOGE/USDT,27,71,18,664.94
NEAR/USDT,27,71,18,25.81
TIA/USDT,27,71,18,-64.3
TAO/USDT,27,71,18,12.43
TON/USDT,27,71,18,-15.32
ETH/USDT,27,71,19,434.43
BTC/USDT,27,71,19,256.91
DOGE/USDT,27,71,19,659.21
NEAR/USDT,27,71,19,23.55
TIA/USDT,27,71,19,-83.43
TAO/USDT,27,71,19,-8.13
TON/USDT,27,71,19,-17.64
ETH/USDT,27,71,20,488.3
BTC/USDT,27,71,20,302.07
DOGE/USDT,27,71,20,656.66
NEAR/USDT,27,71,20,40.33
TIA/USDT,27,71,20,-82.8
TAO/USDT,27,71,20,-1.43
TON/USDT,27,71,20,-12.13
ETH/USDT,27,71,21,510.89
BTC/USDT,27,71,21,315.8
DOGE/USDT,27,71,21,665.01
NEAR/USDT,27,71,21,-22.31
TIA/USDT,27,71,21,-103.93
TAO/USDT,27,71,21,5.31
TON/USDT,27,71,21,-13.06
ETH/USDT,27,71,22,507.84
BTC/USDT,27,71,22,311.25
DOGE/USDT,27,71,22,643.93
NEAR/USDT,27,71,22,-48.84
TIA/USDT,27,71,22,-91.13
TAO/USDT,27,71,22,0.46
TON/USDT,27,71,22,-12.6
BTC/USDT,27,71,23,294.05
ETH/USDT,27,71,23,467.44
DOGE/USDT,27,71,23,650.08
NEAR/USDT,27,71,23,-47.13
TIA/USDT,27,71,23,-77.71
TAO/USDT,27,71,23,-1.41
TON/USDT,27,71,23,-13.27
BTC/USDT,27,71,24,304.31
ETH/USDT,27,71,24,458.9
DOGE/USDT,27,71,24,628.17
NEAR/USDT,27,71,24,-20.3
TIA/USDT,27,71,24,-67.26
TAO/USDT,27,71,24,7.77
TON/USDT,27,71,24,-13.1
BTC/USDT,27,71,25,290.27
ETH/USDT,27,71,25,453.26
DOGE/USDT,27,71,25,592.03
NEAR/USDT,27,71,25,4.73
TIA/USDT,27,71,25,-88.42
TAO/USDT,27,71,25,-17.95
TON/USDT,27,71,25,-17.42
ETH/USDT,27,71,26,386.49
BTC/USDT,27,71,26,299.31
DOGE/USDT,27,71,26,560.01
NEAR/USDT,27,71,26,-0.04
TIA/USDT,27,71,26,-62.49
TAO/USDT,27,71,26,-27.49
TON/USDT,27,71,26,-14.74
ETH/USDT,27,71,27,351.6
BTC/USDT,27,71,27,296.49
DOGE/USDT,27,71,27,533.64
NEAR/USDT,27,71,27,-25.84
TIA/USDT,27,71,27,-48.28
TAO/USDT,27,71,27,-24.09
TON/USDT,27,71,27,-15.11
ETH/USDT,27,71,28,366.61
BTC/USDT,27,71,28,312.25
DOGE/USDT,27,71,28,510.5
NEAR/USDT,27,71,28,-55.16
TIA/USDT,27,71,28,-47.52
TAO/USDT,27,71,28,-36.14
TON/USDT,27,71,28,-16.12
ETH/USDT,27,71,29,376.49
BTC/USDT,27,71,29,289.41
DOGE/USDT,27,71,29,472.23
NEAR/USDT,27,71,29,-112.17
TIA/USDT,27,71,29,-35.78
TAO/USDT,27,71,29,-30.64
TON/USDT,27,71,29,-8.96
ETH/USDT,27,72,17,444.38
BTC/USDT,27,72,17,240.9
DOGE/USDT,27,72,17,741.28
NEAR/USDT,27,72,17,56.55
TIA/USDT,27,72,17,-58.96
TAO/USDT,27,72,17,16.64
TON/USDT,27,72,17,-20.19
ETH/USDT,27,72,18,433.23
BTC/USDT,27,72,18,270.65
DOGE/USDT,27,72,18,662.0
NEAR/USDT,27,72,18,17.51
TIA/USDT,27,72,18,-70.53
TAO/USDT,27,72,18,10.24
TON/USDT,27,72,18,-14.25
ETH/USDT,27,72,19,468.08
BTC/USDT,27,72,19,279.78
DOGE/USDT,27,72,19,654.27
NEAR/USDT,27,72,19,19.57
TIA/USDT,27,72,19,-82.08
TAO/USDT,27,72,19,1.64
TON/USDT,27,72,19,-13.63
ETH/USDT,27,72,20,491.7
BTC/USDT,27,72,20,273.54
DOGE/USDT,27,72,20,675.66
NEAR/USDT,27,72,20,32.69
TIA/USDT,27,72,20,-77.2
TAO/USDT,27,72,20,-1.24
TON/USDT,27,72,20,-12.6
ETH/USDT,27,72,21,503.15
BTC/USDT,27,72,21,321.05
DOGE/USDT,27,72,21,677.96
NEAR/USDT,27,72,21,32.35
TIA/USDT,27,72,21,-95.67
TAO/USDT,27,72,21,5.65
TON/USDT,27,72,21,-15.03
ETH/USDT,27,72,22,531.45
BTC/USDT,27,72,22,323.85
DOGE/USDT,27,72,22,632.3
NEAR/USDT,27,72,22,-35.85
TIA/USDT,27,72,22,-92.29
TAO/USDT,27,72,22,4.02
TON/USDT,27,72,22,-12.01
BTC/USDT,27,72,23,291.26
ETH/USDT,27,72,23,468.1
DOGE/USDT,27,72,23,649.85
NEAR/USDT,27,72,23,-53.76
TIA/USDT,27,72,23,-68.55
TAO/USDT,27,72,23,5.34
TON/USDT,27,72,23,-13.27
BTC/USDT,27,72,24,310.2
ETH/USDT,27,72,24,466.27
DOGE/USDT,27,72,24,606.84
NEAR/USDT,27,72,24,-15.22
TIA/USDT,27,72,24,-68.68
TAO/USDT,27,72,24,1.7
TON/USDT,27,72,24,-13.3
BTC/USDT,27,72,25,307.36
ETH/USDT,27,72,25,437.91
DOGE/USDT,27,72,25,599.49
NEAR/USDT,27,72,25,2.89
TIA/USDT,27,72,25,-86.92
TAO/USDT,27,72,25,-8.5
TON/USDT,27,72,25,-17.07
ETH/USDT,27,72,26,389.8
BTC/USDT,27,72,26,301.49
DOGE/USDT,27,72,26,548.06
NEAR/USDT,27,72,26,-4.44
TIA/USDT,27,72,26,-68.2
TAO/USDT,27,72,26,-27.53
TON/USDT,27,72,26,-18.25
ETH/USDT,27,72,27,365.12
BTC/USDT,27,72,27,302.02
DOGE/USDT,27,72,27,527.06
NEAR/USDT,27,72,27,3.67
TIA/USDT,27,72,27,-44.43
TAO/USDT,27,72,27,-24.09
TON/USDT,27,72,27,-15.11
ETH/USDT,27,72,28,349.71
BTC/USDT,27,72,28,311.33
DOGE/USDT,27,72,28,530.74
NEAR/USDT,27,72,28,-64.97
TIA/USDT,27,72,28,-48.58
TAO/USDT,27,72,28,-37.64
TON/USDT,27,72,28,-16.4
ETH/USDT,27,72,29,386.62
BTC/USDT,27,72,29,319.8
DOGE/USDT,27,72,29,474.55
NEAR/USDT,27,72,29,-111.7
TIA/USDT,27,72,29,-43.85
TAO/USDT,27,72,29,-32.48
TON/USDT,27,72,29,-9.4
ETH/USDT,27,73,17,473.11
BTC/USDT,27,73,17,249.19
DOGE/USDT,27,73,17,739.12
NEAR/USDT,27,73,17,72.02
TIA/USDT,27,73,17,-57.82
TAO/USDT,27,73,17,18.5
TON/USDT,27,73,17,-17.31
ETH/USDT,27,73,18,433.34
BTC/USDT,27,73,18,287.28
DOGE/USDT,27,73,18,670.38
NEAR/USDT,27,73,18,45.13
TIA/USDT,27,73,18,-72.13
TAO/USDT,27,73,18,5.59
TON/USDT,27,73,18,-13.32
ETH/USDT,27,73,19,500.42
BTC/USDT,27,73,19,281.89
DOGE/USDT,27,73,19,654.24
NEAR/USDT,27,73,19,36.43
TIA/USDT,27,73,19,-85.28
TAO/USDT,27,73,19,4.71
TON/USDT,27,73,19,-15.63
ETH/USDT,27,73,20,477.31
BTC/USDT,27,73,20,277.58
DOGE/USDT,27,73,20,681.18
